dataset1_drug_id,smiles,dataset1_ik14,overlap
DB00931,[H][C@@]12[C@@H](O)[C@]3([H])C(=C)C4=C(C(O)=CC=C4)C(=O)C3=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C,MHIGBKBJSQVXNH,0
DB00932,[H][C@@](CC)(C1=CC(NS(=O)(=O)C2=NC=C(C=C2)C(F)(F)F)=CC=C1)C1=C(O)C[C@@](CCC)(CCC2=CC=CC=C2)OC1=O,SUJUHGSWHZTSEU,1
DB00933,CN1CCCCC1CCN1C2=C(SC3=C1C=C(C=C3)S(C)=O)C=CC=C2,SLVMESMUVMCQIY,1
DB00934,CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21,QSLMDECMDJKHMQ,1
DB00935,CC1=CC(=C(O)C(C)=C1CC1=NCCN1)C(C)(C)C,WYWIFABBXFUGLM,1
DB00936,OC(=O)C1=CC=CC=C1O,YGSDEFSMJLZEOE,1
DB00937,CCN(CC)C(C)C(=O)C1=CC=CC=C1,XXEPPPIWZFICOJ,1
DB00938,OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1,GIIZNNXWQWCKIB,1
DB00939,CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1,SBDNJUWAMKYJOX,1
DB00940,CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12,GZHFODJQISUKAY,1
DB00943,NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1,WREGKURFCTUGRC,1
DB00944,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,RWZVPVOZTJJMNU,1
DB00945,CC(=O)OC1=CC=CC=C1C(O)=O,BSYNRYMUTXBXSQ,1
DB00946,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,DQDAYGNAKTZFIW,1
DB00947,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H],VWUXBMIQPBEWFH,1
DB00948,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(C1=O)S(C)(=O)=O)C1=CC=CC=C1)C(O)=O,YPBATNHYBCGSSN,1
DB00949,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1,WKGXYQFOCVYPAC,1
DB00950,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,RWTNPBWLLIMQHL,1
DB00951,NNC(=O)C1=CC=NC=C1,QRXWMOHMRWLFEY,1
DB00952,CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1,AMKVXSZCKVJAGH,1
DB00953,CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2,ULFRLSNUDGIQQP,1
DB00954,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,WLOHNSSYAXHWNR,1
DB00955,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,CIDUJQMULVCIBT,1
DB00956,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,LLPOLZWFYMWNKH,1
DB00957,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CC\C(C=C3CC[C@@]21[H])=N/O,KIQQMECNKUGGKA,1
DB00958,N[Pt]1(N)OC(=O)C2(CCC2)C(=O)O1,YAYRGNWWLMLWJE,0
DB00959,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,VHRSUDSXCMQTMA,1
DB00960,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2,JZQKKSLKJUAGIC,1
DB00961,CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,INWLQCZOYSRPNW,1
DB00962,CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N,HUNXMJYCHXQEGX,0
DB00963,NC1=C(CC(O)=O)C=CC=C1C(=O)C1=CC=C(Br)C=C1,ZBPLOVFIXSTCRZ,1
DB00964,NC1=CC(Cl)=C(NC2=NCCN2)C(Cl)=C1,IEJXVRYNEISIKR,1
DB00966,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O,RMMXLENWKUUMAY,1
DB00967,ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1,JAUOIFJMECXRGI,1
DB00968,C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O,CJCSPKMFHVPWAR,1
DB00969,CN1C2=C(C3=CC=CC=C13)C(=O)N(CC1=C(C)NC=N1)CC2,JSWZEAMFRNKZNL,1
DB00970,[H][C@@]12CCCN1C(=O)[C@H](NC(=O)[C@@H](NC(=O)C1=C3N=C4C(OC3=C(C)C=C1)=C(C)C(=O)C(N)=C4C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@]3([H])CCCN3C(=O)[C@H](NC1=O)C(C)C)[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C2=O)C(C)C,RJURFGZVJUQBHK,1
DB00972,CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,MBUVEWMHONZEQD,1
DB00973,[H][C@]1(CC[C@H](O)C2=CC=C(F)C=C2)C(=O)N(C2=CC=C(F)C=C2)[C@]1([H])C1=CC=C(O)C=C1,OLNTVTPDXPETLC,1
DB00974,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,KCXVZYZYPLLWCC,1
DB00975,OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1,IZEKFCXSFNUWAM,1
DB00976,[H][C@@]12[C@@H](C)C(=O)[C@H](C)C[C@@](C)(OC)[C@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@H](C)C(=O)[C@@H](C)C(=O)O[C@H](CC)[C@@]1(C)OC(=O)N2CCCCN1C=NC(=C1)C1=CC=CN=C1,LJVAJPDWBABPEJ,1
DB00977,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,BFPYWIDHMRZLRN,1
DB00978,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12,ZEKZLJVOYLTDKK,1
DB00979,CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1,SKYSRIRYMSLOIN,1
DB00980,CCC(=O)NCC[C@@H]1CCC2=C1C1=C(OCC1)C=C2,YLXDSYKOBKBWJQ,1
DB00981,[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C,PIJVFDBKTWXHHD,1
DB00982,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O,SHGAZHPCJJPHSC,1
DB00983,COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,BPZSYCZIITTYBL,1
DB00985,CN1C2=C(N=C(Cl)N2)C(=O)N(C)C1=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,NFLLKCVHYJRNRH,0
DB00986,C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1,ANGKOCUUWGHLCE,1
DB00987,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,UHDGCWIWMRVCDJ,1
DB00988,NCCC1=CC(O)=C(O)C=C1,VYFYYTLLBUKUHU,1
DB00989,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C,XSVMFMHYUFZWBK,1
DB00990,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC(=C)C2=CC(=O)C=C[C@]12C,BFYIZQONLCFLEV,1
DB00991,OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1,OFPXSFXSNFPTHF,1
DB00992,COC(=O)CCC(=O)CN,YUUAYBAIHCDHHD,0
DB00993,CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O,LMEKQMALGUDUQG,1
DB00996,NCC1(CC(O)=O)CCCCC1,UGJMXCAKCUNAIE,1
DB00997,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,AOJJSUZBOXZQNB,1
DB00998,CN[C@@H]1CCC2=C(C1)C1=C(N2)C=CC(=C1)C(N)=O,XPSQPHWEGNHMSK,1
DB00999,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1,JZUFKLXOESDKRF,1
DB01000,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1(N)CCCCC1)C(O)=O,HGBLNBBNRORJKI,0
DB01001,CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1,NDAUXUAQIAJITI,1
DB01002,CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,LEBVLXFERQHONN,1
DB01004,NC1=NC2=C(N=CN2COC(CO)CO)C(=O)N1,IRSCQMHQWWYFCW,1
DB01005,NC(=O)NO,VSNHCAURESNICA,1
DB01006,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,HPJKCIUCZWXJDR,0
DB01007,ClC1=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=CS1,QXHHHPZILQDDPS,1
DB01008,CS(=O)(=O)OCCCCOS(C)(=O)=O,COVZYZSDYWQREU,1
DB01009,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,DKYWVDODHFEZIM,1
DB01010,CC[N+](C)(C)C1=CC(O)=CC=C1,VWLHWLSRQJQWRG,1
DB01011,CC(C)(C(=O)C1=CN=CC=C1)C1=CC=CN=C1,FJLBFSROUSIWMA,1
DB01012,C[C@@H](NCCCC1=CC(=CC=C1)C(F)(F)F)C1=CC=CC2=CC=CC=C12,VDHAWDNDOKGFTD,1
DB01013,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,CBGUOGMQLZIXBE,1
DB01014,OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O,IPOKCKJONYRRHP,1
DB01015,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,JLKIGFTWXXRPMT,1
DB01016,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,ZNNLBTZKUZBEKO,1
DB01017,[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,DYKFCLLONBREIL,0
DB01018,NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl,INJOMKTZOLKMBF,1
DB01019,CC(C[N+](C)(C)C)OC(N)=O,NZUPCNDJBJXXRF,1
DB01020,[H][C@]12OC[C@@H](O[N+]([O-])=O)[C@@]1([H])OC[C@@H]2O,YWXYYJSYQOXTPL,1
DB01021,NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl,LMJSLTNSBFUCMU,1
DB01022,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\CC1=C(C)C(=O)C2=C(C=CC=C2)C1=O,MBWXNTAXLNYFJB,1
DB01023,CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC,RZTAMFZIAATZDJ,1
DB01024,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C,HPNSFSBZBAHARI,1
DB01026,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,XMAYWYJOQHXEEK,1
DB01028,COC(F)(F)C(Cl)Cl,RFKMCNOHBTXSMU,1
DB01029,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,YOSHYTLCDANDAN,1
DB01030,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O,UCFGDBYHRUNTLO,1
DB01032,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O,DBABZHXKTCFAPX,1
DB01033,S=C1N=CNC2=C1NC=N2,GLVAUDGFNGKCSF,1
DB01034,[H][C@]1(O[C@]1([H])C(=O)CC\C=C\C\C=C\C)C(N)=O,GVEZIHKRYBHEFX,0
DB01035,CCN(CC)CCNC(=O)C1=CC=C(N)C=C1,REQCZEXYDRLIBE,1
DB01036,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C,OOGJQPCLVADCPB,1
DB01037,C[C@H](CC1=CC=CC=C1)N(C)CC#C,MEZLKOACVSPNER,1
DB01039,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1,YMTINGFKWWXKFG,1
DB01041,O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12,UEJJHQNACJXSKW,1
DB01042,N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O,SGDBTWWWUNNDEQ,1
DB01043,CC12CC3CC(C)(C1)CC(N)(C3)C2,BUGYDGFZZOZRHP,1
DB01044,COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CCNC(C)C1)C1CC1,XUBOMFCQGDBHNK,1
DB01045,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C,JQXXHWHPUNPDRT,1
DB01046,[H][C@@]12CC(=O)[C@H](CCCCCCC(O)=O)[C@@]1([H])CC[C@@](O)(O2)C(F)(F)CCCC,WGFOBBZOWHGYQH,1
DB01047,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O,WJOHZNCJWYWUJD,1
DB01048,NC1=NC2=C(N=CN2[C@@H]2C[C@H](CO)C=C2)C(NC2CC2)=N1,MCGSCOLBFJQGHM,1
DB01050,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,HEFNNWSXXWATRW,0
DB01051,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](OC2=C(C)C3=C(C=C2)C(O)=C(NC(=O)C2=CC=C(O)C(CC=C(C)C)=C2)C(=O)O3)OC1(C)C,YJQPYGGHQPGBLI,1
DB01053,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O,JGSARLDLIJGVTE,1
DB01054,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC,PVHUJELLJLJGLN,1
DB01057,CCOP(=O)(OCC)SCC[N+](C)(C)C,BJOLKYGKSZKIGU,1
DB01058,O=C(C1CCCCC1)N1CC2N(CCC3=CC=CC=C23)C(=O)C1,FSVJFNAIGNNGKK,1
DB01059,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,OGJPXUAPXNRGGI,1
DB01060,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,LSQZJLSUYDQPKJ,1
DB01061,[H][C@](NC(=O)N1CCNC1=O)(C(=O)N[C@@H]1C(=O)N2[C@@H](C(O)=O)C(C)(C)S[C@]12[H])C1=CC=CC=C1,JTWOMNBEOCYFNV,1
DB01062,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,XIQVNETUBQGFHX,1
DB01063,CC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN3CCN(CCO)CC3)C2=C1,WNTYBHLDCKXEOT,1
DB01064,CC(C)NCC(O)C1=CC(O)=C(O)C=C1,JWZZKOKVBUJMES,1
DB01065,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1,DRLFMBDRBRZALE,1
DB01066,[H][C@]12SCC(\C=C/C3=C(C)N=CS3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,KMIPKYQIOVAHOP,1
DB01067,CC1=NC=C(N=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,ZJJXGWJIGJFDTL,1
DB01068,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,DGBIGWXXNGSACT,1
DB01069,CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C,PWWVAXIEGOYWEE,1
DB01070,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C,ILYCWAKSDCYMBB,1
DB01071,C(C1CN2CCC1CC2)N1C2=CC=CC=C2SC2=CC=CC=C12,HOKDBMAJZXIPGC,0
DB01072,COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=CC=CC=N1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,AXRYRYVKAWYZBR,1
DB01073,NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,HBUBKKRHXORPQB,1
DB01074,C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1,CYXKNKQEMFBLER,1
DB01075,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,ZZVUWRFHKOJYTH,1
DB01076,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,XUKUURHRXDUEBC,1
DB01077,CC(O)(P(O)(O)=O)P(O)(O)=O,DBVJJBKOTRCVKF,1
DB01078,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2C[C@@H](O)[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1,OBATZBGFDSVCJD,1
DB01080,NC(CCC(O)=O)C=C,PJDFLNIOAUIZSL,1
DB01081,CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1,HYPPXZBJBPSRLK,1
DB01082,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O,UCSJYZPVAKXKNQ,1
DB01083,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,AHLBNYSZXLDEJQ,1
DB01084,CCOCCN1C(=NC2=CC=CC=C12)N1CCCN(C)CC1,KBUZBQVCBVDWKX,1
DB01085,CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O,QCHFTSOMWOSFHM,1
DB01086,CCOC(=O)C1=CC=C(N)C=C1,BLFLLBZGZJTVJG,1
DB01087,COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1,INDBQLZJXZLFIT,1
DB01088,[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)C(C)CC#CC)[C@@]1([H])C\C(C2)=C\CCCC(O)=O,HIFJCPQKFCZDDL,0
DB01089,[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2,CVBMAZKKCSYWQR,1
DB01090,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,XSBSKEQEUFOSDD,1
DB01091,CN(CC1=CC=C(C=C1)C(C)(C)C)CC1=CC=CC2=CC=CC=C12,ABJKWBDEJIDSJZ,0
DB01092,[H][C@@]12CC[C@]3(O)C[C@H](C[C@@H](O)[C@]3(CO)[C@@]1([H])[C@H](O)C[C@]1(C)[C@H](CC[C@]21O)C1=CC(=O)OC1)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,LPMXVESGRSUGHW,1
DB01093,CS(C)=O,IAZDPXIOMUYVGZ,1
DB01094,COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1,AIONOLUJZLIMTK,1
DB01095,CC(C)N1C(\C=C\[C@H](O)C[C@H](O)CC(O)=O)=C(C2=CC=C(F)C=C2)C2=CC=CC=C12,FJLGEFLZQAZZCD,1
DB01096,CC(C)NCC1CCC2=CC(CO)=C(C=C2N1)[N+]([O-])=O,XCGYUJZMCCFSRP,1
DB01097,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,VHOGYURTWQBHIL,1
DB01098,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(C)(=O)=O,BPRHUIZQVSMCRT,1
DB01099,NC1=C(F)C=NC(=O)N1,XRECTZIEBJDKEO,1
DB01100,FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1,YVUQSNJEYSNKRX,1
DB01101,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,GAGWJHPBXLXJQN,1
DB01102,O[C@@H](CNCCCCC1=CC=C(O)C=C1)C1=CC(O)=C(O)C=C1,IIRWWTKISYTTBL,1
DB01103,CCN(CC)CCCC(C)NC1=C2C=C(OC)C=CC2=NC2=C1C=CC(Cl)=C2,GPKJTRJOBQGKQK,1
DB01104,CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12,VGKDLMBJGBXTGI,1
DB01105,CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1,UNAANXDKBXWMLN,1
DB01106,C[C@@H]1CN(CC[C@]1(C(O)=O)C1=CC=CC=C1)[C@H]1CC[C@](CC1)(C#N)C1=CC=C(F)C=C1,ZCGOMHNNNFPNMX,1
DB01107,CCC1(CC)C(=O)NCC(C)C1=O,SIDLZWOQUZRBRU,1
DB01108,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]23O[C@@H]2C(O)=C(C[C@]13C)C#N,KVJXBPDAXMEYOA,1
DB01110,ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,BYBLEWFAAKGYCD,1
DB01111,CCC(C)CCCCC(=O)NC(CCNCS([O-])(=O)=O)C(=O)NC(C(C)O)C(=O)NC(CCNCS([O-])(=O)=O)C(=O)NC1CCNC(=O)C(NC(=O)C(CCNCS([O-])(=O)=O)NC(=O)C(CCNCS([O-])(=O)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCNCS([O-])(=O)=O)NC1=O)C(C)O,BSSIRFLGSWHWDE,1
DB01112,[H][C@]12SCC(COC(N)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CC=CO1)C(O)=O,JFPVXVDWJQMJEE,1
DB01113,COC1=C(OC)C=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1,XQYZDYMELSJDRZ,1
DB01114,CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,SOYKEARSMXGVTM,1
DB01115,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC,HYIMSNHJOBLJNT,1
DB01116,O=C1N(CC2=CC=CC=C2)C2C[S+]3CCCC3C2N1CC1=CC=CC=C1,CHQOEHPMXSHGCL,1
DB01117,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,KUCQYCKVKVOKAY,0
DB01118,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2,IYIKLHRQXLHMJQ,1
DB01119,CC1=NS(=O)(=O)C2=C(N1)C=CC(Cl)=C2,GDLBFKVLRPITMI,1
DB01120,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1,BOVGTQGAOIONJV,1
DB01121,NC(=O)NC(=O)CC1=CC=CC=C1,XPFRXWCVYUEORT,1
DB01122,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,OMHBPUNFVFNHJK,1
DB01124,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,JLRGJRBPOGGCBT,1
DB01126,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])NC(=O)C=C[C@]4(C)[C@@]3([H])CC[C@]12C)C(=O)NC1=CC(=CC=C1C(F)(F)F)C(F)(F)F,JWJOTENAMICLJG,1
DB01127,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,LEZWWPYKPKIXLL,1
DB01128,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,LKJPYSCBVHEWIU,1
DB01129,COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1,YREYEVIYCVEVJK,1
DB01130,[H][C@@]12CC[C@](OC(=O)OCC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,FNPXMHRZILFCKX,1
