ik14,status,cid,smiles,error
BIDNLKIUORFRQP,ok,177834428,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(CC2C(=O)O)C3CCCCC3,
BIIVYFLTOXDAOV,ok,162464323,CN1CCC(C(C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O,
BISPBXFUKNXOQY,ok,173521794,[H+].CC1=CC2CN(C1C(=O)N)C(=O)N2OS(=O)(=O)[O-],
BJCJYEYYYGBROF,ok,46848036,CC1=C(C=C(C=N1)NC(=O)C2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5,
BJDCWCLMFKKGEE,ok,178246840,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)O)C,
BJFIDCADFRDPIO,ok,175688015,C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCCN)C(=O)NCC(=O)N,
BJJXHLWLUDYTGC,ok,169440929,CCC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2(C#C)O,
BJNLLBUOHPVGFT,ok,178271051,CCCCCCCCCC(=NC1C(C(C(OC1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)C(C6C(=NC(C7=C(C(=CC(=C7)O)OC8C(C(C(C(O8)CO)O)O)O)C9=C(C=CC(=C9)C(C(=N6)O)N=C(C4N=C(C1C2=CC(=CC(=C2)OC2=C(C=CC(=C2)C(C(=NC(CC2=CC(=C(O3)C=C2)Cl)C(=N1)O)O)N)O)O)O)O)O)C(=O)O)O)OC1C(C(C(C(O1)CO)O)O)N=C(C)O)Cl)CO)O)O)O,
BJOLKYGKSZKIGU,ok,169439644,CCOP(=O)(OCC)SCC[N+](C)(C)C,
BJVVMKUXKQHWJK,ok,76959568,CCC(C)C1(C(=O)NC(=O)NC1=O)CC=C,
BKCJZNIZRWYHBN,ok,44283585,C(CCl)NP(=O)(NCCCl)[O-],
BKRGVLQUQGGVSM,ok,175679513,CCN(CC)C(=O)NC1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,
BKYKPTRYDKTTJY,ok,162640489,C1CCC(C1)CC2NC3=CC(=C(C=C3S(=O)(=O)N2)S(=O)(=O)N)Cl,
BLCLNMBMMGCOAS,ok,172653308,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,
BLFLLBZGZJTVJG,ok,138396185,CCOC(=O)C1=CC=C(C=C1)N,
BLGXFZZNTVWLAY,ok,168006852,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O,
BLIJXOOIHRSQRB,ok,171394638,CC(CN1C=CC(=N1)C2=CC(=C(C=C2)C#N)Cl)NC(=O)C3=NNC(=C3)C(C)O,
BLJBDLGFKNXUCB,ok,25430,CCCC(C)(CO[N+](=O)[O-])CO[N+](=O)[O-],
BLJRIMJGRPQVNF,ok,163322447,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O,
BLMPQMFVWMYDKT,ok,178316401,CC(C)CC(C(=O)C1(CO1)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(C)C)NC(=O)C(CCC3=CC=CC=C3)NC(=O)CN4CCOCC4,
BLUAFEHZUWYNDE,ok,177802029,CC1CCC2C(C(=O)OC3C24C1CCC(O3)(OO4)C)C,
BLXXJMDCKKHMKV,ok,49849794,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,
BMAAMIIYNNPHAB,ok,176188299,COC1=C(C(=C(C=C1)F)F)COC2=C(C=C(C(=C2)N3C(=O)C4=C(SC=C4NC3=O)C(=O)O)F)OC,
BMCQMVFGOVHVNG,ok,169445971,CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO,
BMGQWWVMWDBQGC,ok,171394890,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC,
BMKDZUISNHGIBY,ok,298076,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,
BMPDWHIDQYTSHX,ok,171381984,C1C(C2=CC=CC=C2N(C3=CC=CC=C31)C(=O)N)O,
BMQGVNUXMIRLCK,ok,177831129,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC,
BMUKKTUHUDJSNZ,ok,177747028,CC(COC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,
BNFRJXLZYUTIII,ok,178856215,CC1=CC(=CC(=C1)NC(=O)CC2=CC=C(C=C2)OC(C)(C)C(=O)O)C,
BNQDCRGUHNALGH,ok,56927906,C1=CC(=C(C(=C1CNNC(=O)C(CO)[NH3+])O)O)O,
BNRMWKUVWLKDQJ,ok,20055414,C1CC2CN3C(=NN=C3C2C1)CCN4CCN(CC4)C5=CC=CC(=C5)C(F)(F)F,
BNRNXUUZRGQAQC,ok,172653184,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,
BOCUKUHCLICSIY,ok,177678892,C1C2CC(C1C=C2)C3NC4=CC(=C(C=C4S(=O)(=O)N3)S(=O)(=O)N)Cl,
BODYFEUFKHPRCK,ok,178266369,CC(C)C(C)C1(CCC2(C3CCC4C5(COCC4(C3=CCC2(C1C(=O)O)C)CC(C5OCC(C)(C(C)(C)C)N)N6C(=NC=N6)C7=CC=NC=C7)C)C)C,
BOEGTKLJZSQCCD,ok,13014082,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,
BOFQWVMAQOTZIW,ok,136969178,C1=CC=C(C(=C1)C2=NN(C(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)C(=O)O)O,
BOJKULTULYSRAS,ok,176541412,CC12CCC(C(C1CCC(=C)C2CC=C3C(COC3=O)O)(C)CO)O,
BOVGTQGAOIONJV,ok,46780434,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2,
BPEGJWRSRHCHSN,ok,135903528,CN1C(=O)N2C=[NH+]C(=C2N=N1)C(=O)N,
BPEWUONYVDABNZ,ok,172012165,CC12CCC3C(C1CCC(=O)O2)CCC4=CC(=O)C=CC34C,
BPFYOAJNDMUVBL,ok,169443135,CN1CCN(CC1)C2=C(C=C3C4=C2OCN(N4C=C(C3=O)C(=O)O)C)F,
BPICBUSOMSTKRF,ok,71312496,CC1=C(C(=CC=C1)C)NC2=NCCCS2,
BPKAHTKRCLCHEA,ok,177836354,CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3)O)O)C,
BPKUDUSVDVLOPY,ok,28689,C1=CC=C2C(=C1)NC(=O)C(O2)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,
BPLBGHOLXOTWMN,ok,177747007,CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C,
BPQMGSKTAYIVFO,ok,169447710,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl,
BPRHUIZQVSMCRT,ok,177844257,CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)[O-])O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,
BPZSYCZIITTYBL,ok,172653228,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,
BQIPXWYNLPYNHW,ok,86295060,CC1=CC(=C(C(=C1OC(=O)C)C)C)OCC(C[NH2+]C(C)C)O,
BQJCRHHNABKAKU,ok,177831649,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,
BQOIJSIMMIDHMO,ok,169544534,CC12CCC3C(C1CCC2O)CCC4=C(C(=O)CCC34C)O,
BQSJTQLCZDPROO,ok,177828784,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O,
BQTXJHAJMDGOFI,ok,171035560,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C5=CC=NC=C5)O)C)O)F)C,
BRBKOPJOKNSWSG,ok,168008598,C1=CC(=CC=C1N)S(=O)(=O)N=C(N)N,
BRTSNYPDACNMIP,ok,166025255,CCCC(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)C)OC)O,
BRUQQQPBMZOVGD,ok,173665465,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,
BRYXUCLEHAUSDY,ok,178876786,CC(C)(C#CC1=NC(=C(C=C1)C2=C3C(=C(C=C2)Cl)C(=NN3CC(F)(F)F)NS(=O)(=O)C)C(CC4=CC(=CC(=C4)F)F)NC(=O)CN5C6=C(C7CC7C6(F)F)C(=N5)C(F)(F)F)S(=O)(=O)C,
BRZANEXCSZCZCI,ok,4487,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=CN=CC=C3,
BRZYSWJRSDMWLG,ok,173972551,CC(C1C(C(C(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)O)O)O,
BSMCAPRUBJMWDF,ok,169436648,C1CCNC(C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O,
BSSIRFLGSWHWDE,ok,163341945,CCC(C)CCCCC(=O)NC(CCNCS(=O)(=O)O)C(=O)NC(C(C)O)C(=O)NC(CCNCS(=O)(=O)O)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCNCS(=O)(=O)O)CC(C)C)CC(C)C)CCNCS(=O)(=O)O)CCNCS(=O)(=O)O)C(C)O,
BSYNRYMUTXBXSQ,ok,176721110,CC(=O)OC1=CC=CC=C1C(=O)[OH2+],
BTBHLEZXCOBLCY,ok,172653192,CCOC1=NC=C(C2=C1C(C(=C(N2)C)C(=O)N)C3=C(C=C(C=C3)C#N)OC)C,
BTCRKOKVYTVOLU,ok,178877151,C1CC1OCCOC2=CC=C(C=C2)CC3=C(C=CC(=C3)C4C(C(C(C(O4)CO)O)O)O)Cl,
BTFHLQRNAMSNLC,ok,4380,CN(CCCOC1=C(C=C(C=C1)Cl)Cl)CC#C,
BTIHMVBBUGXLCJ,ok,171713810,CCC(CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=CC=C3,
BTTNOGHPGJANSW,ok,131709082,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)C3=CC=C(C=C3)CNCC4=NNN=C4)F,
BTXNYTINYBABQR,failed,,,no_cid
BUGBHKTXTAQXES,ok,175671360,[Se],
BUGYDGFZZOZRHP,ok,168476582,CC12CC3CC(C1)(CC(C3)(C2)N)C,
BUJAGSGYPOAWEI,ok,171381386,CC1=C(C(=CC=C1)C)NC(=O)C(C)N,
BUROJSBIWGDYCN,ok,178870946,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OP(=O)(C)C)C)C)O)OC)C)C)C)OC,
BUSXWGRAOZQTEY,ok,124563497,CC1(CCCN1C(=O)CN)C(=O)NC(CCC(=O)O)C(=O)O,
BVAZQCUMNICBAQ,ok,170206104,CC(C)C(C(=O)N1CCCC1C2=NC=C(N2)C3=CC4=C(C=C3)N5C(OC6=C(C5=C4)C=CC(=C6)C7=CN=C(N7)C8CCCN8C(=O)C(C(C)C)NC(=O)OC)C9=CC=CC=C9)NC(=O)OC,
BVCKFLJARNKCSS,ok,168322511,CC1(C(N2C(S1)C(C2=O)(NC(=O)C(C3=CSC=C3)C(=O)[O-])OC)C(=O)[O-])C,
BVKZGUZCCUSVTD,ok,173931853,[H+].[H+].C(=O)(O)O,
BVURVTVDNWSNFN,ok,169443142,CC(=O)OC1(CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,
BWPIARFWQZKAIA,ok,131699110,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13,
BWWVAEOLVKTZFQ,ok,163322480,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)O)C,
BXMFKNRZTLNAFY,ok,11115,CC(C)CNCCOC(=O)C1=CC(=CC=C1)N,
BXNANOICGRISHX,ok,10643059,CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(=C(C(=O)O2)Cl)C,
BXZVVICBKDXVGW,ok,162641911,C1CC(OC1CO)N2C=NC3=C2N=CNC3=O,
BYBLEWFAAKGYCD,ok,162641937,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,
BYFMCKSPFYVMOU,ok,172653175,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)OCC(=O)O,
BYJAVTDNIXVSPW,ok,78423410,C1CC(C2=CC=CC=C2C1)C3=[NH+]CCN3,
BYNHBQROLKAEDQ,ok,139594458,COC(=O)CCC=C=CCC1C(CC(C1C=CC(COC2=CC=CC=C2)O)O)O,
BYPFEZZEUUWMEJ,ok,156612443,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,
BYPIURIATSUHDW,ok,169442366,CC(C)CC1=CC=C(C=C1)C(C)C(=O)NO,
BZEWSEKUUPWQDQ,ok,163322512,CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2,
BZKPWHYZMXOIDC,ok,163322552,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,
BZZKEPGENYLQSC,ok,164850419,CNC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)NC(=O)C4CC4,
CAAFTBWHFUPDGX,ok,6438583,CC1=CC(=C(C(=C1C=CC(=CC=CC(=CC(=O)O)C)C)C)C)O,
CAHCBJPUTCKATP,ok,173511351,CCCC(C)(C1CC23C=CC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)C)OC)O,
CAHKINHBCWCHCF,ok,163322666,CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)O,
CAJIGINSTLKQMM,ok,169445909,CCCOC1=C(C=CC(=C1)N)C(=O)OCCN(CC)CC,
CAMYKONBWHRPDD,ok,4770,C1=CC=C(C=C1)CCCOC(=O)N,
CBEQULMOCCWAQT,ok,134959871,CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC=N3,
CBGUOGMQLZIXBE,ok,172012048,CCC(=O)OC1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)C(=O)CCl,
CBIAWPMZSFFRGN,ok,25214244,CC(=O)N(C)C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C(=O)C4=CC=CS4,
CBPNZQVSJQDFBE,ok,178269262,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC,
CBQGYUDMJHNJBX,ok,171381160,CCOC1=CC=CC=C1OC(C2CNCCO2)C3=CC=CC=C3,
CBRJPFGIXUFMTM,ok,169553223,CC1CCC(CN1C(=O)C=C)NC2=C3C=CNC3=NC=[NH+]2,
CBVCZFGXHXORBI,ok,165707142,CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5,
CDAISMWEOUEBRE,ok,169442476,C1(C(C(C(C(C1O)O)O)O)O)O,
CDCHDCWJMGXXRH,ok,131854814,C1C2=NN=CN2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4,
CDOZDBSBBXSXLB,ok,6921598,CC[NH+](CC)C(C)CN1C2=CC=CC=C2SC3=CC=CC=C31,
CDRPUGZCRXZLFL,ok,145875078,C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O,
CDXCCYNINPIWGE,ok,36690661,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)[N+](C)(C)C,
CDXJPGDTQSCRGD,ok,20431671,C(C1C(C(C(C(O1)OCC(C(C(C(C(C(=O)O)O)O)O)O)O)O)O)O)O,
CEAZRRDELHUEMR,ok,178877861,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC,
CEBYCSRFKCEUSW,ok,171395171,COC1=C(C=C(C=C1)S(=O)(=O)N2C(C(C3=C2C=CC(=C3)Cl)(C4=CC=CC=C4Cl)O)C(=O)N5CCCC5C(=O)N)OC,
CEFJVGZHQAGLHS,ok,71584930,CCN1C2=CC(=NC=C2C=C(C1=O)C3=CC(=C(C=C3Br)F)NC(=O)NC4=CC=CC=C4)NC,
CEIJFEGBUDEYSX,ok,177832701,C1CC2CC1C3C2C(=O)N(C3=O)CCCCN4CCN(CC4)C5=NC=CC=N5,
CEMAWMOMDPGJMB,ok,177747055,CC(C)NCC(COC1=CC=CC=C1OCC=C)O,
CEMXHAPUFJOOSV,ok,72210851,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC(C(CO)O)C(C(C=O)O)O)CO)O)O)NC3C=C(C(C(C3O)O)O)CO,
CESYKOGBSMNBPD,ok,171394846,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl,
CEUORZQYGODEFX,ok,59718985,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,
CFCUWKMKBJTWLW,ok,176520131,CC1C(C(CC(O1)OC2CC(OC(C2O)C)OC3=CC4=CC5=C(C(=O)C(C(C5)C(C(=O)C(C(C)O)O)OC)OC6CC(C(C(O6)C)O)OC7CC(C(C(O7)C)O)OC8CC(C(C(O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O,
CFMYXEVWODSLAX,ok,147212716,C(C1(C2C3C([NH+]=C(NC34C(C1OC(C4O)(O2)O)O)N)O)O)O,
CFOYWRHIYXMDOT,ok,129009855,CCOC(=O)N1C=CN(C1=S)C,
CFZXDJWFRVEWSR,failed,,,no_cid
CGIGDMFJXJATDK,ok,171391512,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,
CGNMLOKEMNBUAI,ok,40489872,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)NO,
CGVWPQOFHSAKRR,ok,3037617,COC1=CC(=CC(=C1OC)OC)C(=O)C(=O)N2CCCCC2C(=O)OC(CCCC3=CN=CC=C3)CCCC4=CN=CC=C4,
CHBRHODLKOZEPZ,ok,71314963,CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C,
CHHXEZSCHQVSRE,ok,172676778,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC(=NC=N3)OC4=CC=C(C=C4)OC,
CHIFCDOIPRCHCF,ok,175775955,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3Cl,
CHQOEHPMXSHGCL,ok,176439093,C1CC2C3C(C[S+]2C1)N(C(=O)N3CC4=CC=CC=C4)CC5=CC=CC=C5,
CIDNKDMVSINJCG,ok,172695985,CC1C(C(C(C(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)CO)O)I)O)O,
CIDUJQMULVCIBT,ok,177679255,CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N,
CIWBSHSKHKDKBQ,ok,177530551,C(C(C1C(=C(C(=O)O1)O)O)O)O,
CJAVTWRYCDNHSM,ok,6999036,CC(CC1=CC(=CC=C1)C(F)(F)F)NCCOC(=O)C2=CC=CC=C2,
CJAWPFJGFFNXQI,ok,107992,C1CN(CCN1)C2=CN=CC(=N2)Cl,
CJBJHOAVZSMMDJ,ok,171382711,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2COC3C2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N,
CJCSPKMFHVPWAR,ok,163321936,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N,
CJDRUOGAGYHKKD,ok,175830714,CCC1C2CC3C4C5(CC(C2C5O)N3C1O)C6=CC=CC=C6N4C,
CJOFXWAVKWHTFT,ok,177836753,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,
CJQNBXFUHQZFOE,ok,176472913,CC12CCC3C(C1CCC2OC(=O)CCC(=O)O)CCC4=CC(=O)CCC34C,
CKFBRGLGTWAVLG,ok,175665472,CC(=O)C1(C(=C)CC2C1(CCC3C2CCC4=CC(=O)CCC34)C)OC(=O)C,
CKLJMWTZIZZHCS,ok,175879376,C(C(C(=O)O)N)C(=O)O,
CKNAQFVBEHDJQV,ok,131708457,CC1=C(SSC1=S)C2=NC=CN=C2,
CLIQCDHNPDMGSL,ok,23582846,CC1=NC2=C(N1)C=C(C=C2OC3CCOC4=C3C(=CC(=C4)F)F)C(=O)N(C)C,
CLKOFPXJLQSYAH,ok,177837494,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCCCCC(C(=O)NC(C(=O)N1)CCCN)NC(=O)C(C(C)CC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C2CSC(=N2)C(C(C)CC)N)CC(=O)N)CC(=O)O)CC3=CN=CN3)CC4=CC=CC=C4,
CLLFEJLEDNXZNR,ok,171699352,C1C2C(C(C(O2)N3C4=NC=NC(=C4N=C3Cl)N)O)OP(=O)(O1)O,
CLOMYZFHNHFSIQ,ok,172990311,CC1=C(C=CC=C1Cl)NC2=C(C=CC=N2)C(=O)O,
CMCCHHWTTBEZNM,ok,735997,CC(C)C(C(=O)NC(=O)N)Br,
CMHHMUWAYWTMGS,ok,4633,CCCCOC1=C(C=CC(=C1)C(=O)OCCN(CC)CC)N,
CMJCXYNUCSMDBY,ok,176090043,CC(C)N1C=C(C(=N1)C2=C(C(=CC(=C2)Cl)NS(=O)(=O)C)F)C3=NC(=NC=C3)NCC(C)NC(=O)OC,
CMPAGYDKASJORH,ok,135012915,CC(C(=O)N1CC2=CC(=C(C=C2CC1C(=O)O)OC)OC)NC(CCC3=CC=CC=C3)C(=O)O,
CMSMOCZEIVJLDB,ok,153640232,C1CNP(=O)(OC1)[NH+](CCCl)CCCl,
CMWTZPSULFXXJA,ok,175757890,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,
CMXKUJNZWYTFJN,ok,172013212,CC12CCC3C(C1CCC2O)CCC4=CC(CCC34)O,
CNBGNNVCVSKAQZ,ok,169434457,CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3,
CNIIGCLFLJGOGP,ok,162640503,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32,
CNPVJJQCETWNEU,ok,124585019,CC1CN(CCN1C(COC)C2=CC=C(C=C2)C(F)(F)F)C3(CCN(CC3)C(=O)C4=C(N=CN=C4C)C)C,
COESHZUDRKCEPA,ok,25194217,C1=C(C=C(C(=C1Br)O)Br)CC(C(=O)O)N,
COKMIXFXJJXBQG,ok,76973201,CCCCS(=O)(=O)NC(CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O,
COLNVLDHVKWLRT,ok,178856469,C1=CC=C(C=C1)CC(C(=O)O)N,
COUYJEVMBVSIHV,ok,169445002,CC(C)(CC1=CC=C(C=C1)OC)NCC(C2=C3C(=CC(=C2)O)NC(=O)CO3)O,
COVZYZSDYWQREU,ok,129719542,CS(=O)(=O)OCCCCOS(=O)(=O)C,
CPBHSHYQQLFAPW,ok,178326266,COC1=C(C=C(C=C1)F)CC(C2CCOCC2)(C3C[NH2+]CCO3)O,
CPJSUEIXXCENMM,ok,102333332,CCOC1=CC=C(C=C1)NC(=O)C,
CPTBDICYNRMXFX,ok,70680325,[H+].CC(C)NC(=O)C1=CC=C(C=C1)CNNC,
CPZBLNMUGSZIPR,ok,168007246,C1CC2CN(C(=O)C3=CC=CC(=C23)C1)C4CN5CCC4CC5,
CQOQDQWUFQDJMK,ok,176154965,CC12CCC3C(C1CCC2O)CCC4=CC(=C(C=C34)OC)O,
CQRKVVAGMJJJSR,ok,76963542,C[N+]1(CCCC1COC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C,
CQXADFVORZEARL,ok,44577959,C1CC1C(C2CC2)NC3=[NH+]CCO3,
CRDNMYFJWFXOCH,failed,,,no_cid
CSDTZUBPSYWZDX,ok,10026,CCCCCON=O,
CSKDFZIMJXRJGH,ok,124524523,C1C2C1C3C=CC2C4C3C(=O)N(C4=O)NC(=O)C5=CC=C(C=C5)C(F)(F)F,
CTIRHWCPXYGDGF,ok,65825,C1CCC2(C1)C3CN(CC2CN(C3)CC4CC4)CC5CC5,
CTPOHARTNNSRSR,ok,177836277,CC#CCC(C)C(C=CC1C(CC2C1C3=CC=CC(=C3O2)CCCC(=O)O)O)O,
CTRLABGOLIVAIY,ok,177828623,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,
CTSNHMQGVWXIEG,ok,72462,C1=CC2=NC(=CN=C2C(=C1)Cl)NS(=O)(=O)C3=CC=C(C=C3)N,
CUCHJCMWNFEYOM,ok,76974313,CCOC(=O)C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F,
CUHVIMMYOGQXCV,ok,171380756,CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C,
CUIHSIWYWATEQL,ok,131674257,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N,
CULUWZNBISUWAS,ok,91971674,C1=CC=C(C=C1)CNC(=O)CN2C=CN=C2[N+](=O)[O-],
CURUTKGFNZGFSE,ok,131708944,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,
CVBMAZKKCSYWQR,ok,169570929,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=CC=CC=C45)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,
CVKNDPRBJVBDSS,ok,76973386,CC1=NC=C2C(OCC2=C1O)C3=CC=C(C=C3)Cl,
CVWXJKQAOSCOAB,ok,163502439,CC(C)(C)C1=CC(=NO1)NC(=O)[NH2+]C2=CC=C(C=C2)C3=CN4C5=C(C=C(C=C5)OCCN6CCOCC6)SC4=N3,
CWVMWSZEMZOUPC,ok,172873886,CC12CCC(CC1CCC3C2CCC4(C3CC(C4=O)Br)C)O,
CWYNVVGOOAEACU,ok,173272067,[H+].[H+].[Fe+2],
CXDWHYOBSJTRJU,ok,146159290,CC(=O)C1(C(CC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)O)O,
